C O L I V I N G / H A C K E R H O U S E / close to P O W E L S T A T I O N,"$1,800","San Francisco, CA","If you see this - it's mean AVAILABLE.
Private Furnished Room available in Hacker House.
www.thecoliving.com
Location:
This residence is located in SOMA, 3 blocks from POWEL STATION, near a lot of bars, restaurants, MUNI, CALTRAIN and public transportation.
Includes:
-All apartment made by professional interior designer. Pretty LARGE APARTMENT : 2000 sq ft
-Including FULL furnished kitchen, LAUNDRY, laundry detergent and large BACKYARD with nice grill.
-Premium cable, high speed Google WI-FI + Google Home. General utilities for free.
-1 time per week HOUSEKEEPING of shared spaces.
-ALL INCLUSIVE: just move and live.
Room:
Room is FULL FURNISHED with 1 FULL BED, DESK,DRESSER, MIRROR and BIG CLOSET.
All house after GENERAL RECONSTRUCTION. Deposit is JUST $500.
Please no pets."
Dining / Poker Table,$250,"San Francisco, CA",
1 private bedroom,"$1,100","South San Francisco, CA","1 spacious bedroom (unfurnished) for rent in South San Francisco. Available by November 1st.-1 person only
-No loud music/noise
-No visitor/sleepover allowed
-No smoking & drugs
-Drink responsibly
-1st month's rent & 1 security deposit."
Sunny House with Unfurnished Single Occupancy Rooms,"$1,200","San Francisco, CA","- Ground floor, two rooms ($1,300 each) rented together with its own amenities (kitchen, bathroom, small living, wall closets, separate entrance). Perfect for friends or couples.
- First floor one room ($1,200) shared with other 2 people and common space of (kitchen, bathroom) with its own main entrance.
- Top floor one master bedroom ($1,500) with has its own bathroom and sharing (kitchen downstairs with other 3 people)."
Bedroom in Doorman Building with Shared Bathroom,"$1,750 Now $1,600","Lenexa, KS","Hi Everyone,We're looking for someone who is similarly a working professional, cleans up after themselves, quiet during the week days and is comfortable living with a couple."
Private Bedroom in Beautiful Eichler in the Heart of Midtown,"$1,475","Palo Alto, CA",Private Bedroom in a shared home :)
Private Space available in living room,$750,"Sunnyvale, CA",
Temporary Accomodation,FREE,"San Francisco, CA",
Room in the mission with 2 awesome roommates :),"$1,650","San Francisco, CA","Move-in flexible from October 15th - November 1st. We're looking for someone planning on staying long-term (at least a year). Monthly rent is $1,650."
Fully furnished sub-lease in the heart of North Beach,"$1,500","San Francisco, CA",
Private Bedroom in Shared Home!,"$1,100","Sunnyvale, CA",We have a room available for rent in our beautiful Sunnyvale home! The house is a 5 bedroom 2.5 bath with plenty of space. All of the common areas are beautifully furnished already so all you need to worry about is setting up your own bedroom. This is an awesome opportunity to join a community of young professionals!
sleeper,$999,"San Francisco, California","Sofa - queen sleeper
Dark grey fabric"
Looking for a roommate in 2 Bed 2 Bath Mobile Home,$750,"Mountain View, CA",
[Roommates wanted] Apt hunting around hayes/mission,"$2,000","San Francisco, CA","Hey everyone, I'm a product designer recently moved from NYC to SF. I'm looking for someone interested to rent an apartment around NEMA, Avalon, 150 Van Ness, Or somewhere nearby.THANK U :)"
1 bed in 2br/1b; Nov 1,"$1,550","San Francisco, CA","Hi everyone! I'm vacating my private bedroom in a two bed/one bath in Presidio Heights. Your back yard will be Mountain Lake park- I can personally attest to its tranquility.About you:
Respectful, quiet, clean, has a stable income."
One bedroom for rent in Glen Park,"$1,225","San Francisco, CA","https://sfbay.craigslist.org/sfc/roo/6719445018.htmlNo couples
No pets
Professionals only"
,,,"Hello!
Inviting one flatmate to share an amazing Dolores Heights/Castro 2Bed/1Bath condo, close to Dolores Park, Castro street, Google/LinkedIn shuttles. The place opens up to a large lush well-maintained backyard. Other highlights: parking, private porch with BBQ grill, laundry in unit, dishwasher, updated kitchen with stone countertops."
Room in Outer Sunset,"$1,300","San Francisco, CA",Hello friends!It's a minimum one year lease and the move in date is November 1!
"Counter tops,tile,floring,plumbing paiting,chower,vanety and more","$77,777","Tracy, CA",
(SOLD)[Sublet][1-2 months][Castro] Beautiful Master Bedroom with Private Bath,"$2,200",94114,Hey!About the apartment:
Single Room with Bunk Bed in SOMA!,"$1,195","San Francisco, CA","Hi guys, I have a room available at 221 7th St right now!! It is $1195 if you rent the room for yourself or $1395 if you want it for two people ($695 each)."
Queen bed frame,$289,"San Francisco, California",
Large master bedroom with a private bathroom and a private deck with a beatiful view in SF!,"$1,470","San Francisco, CA","We are looking for someone to rent our open master bedroom in a house in Miraloma. It has a private bath and private deck. In addition, it has a private entrance in the garage. Since we live most of the way up Mount Davison the whole place comes with amazing views. The deck for this room faces the view :)"
"Nov-Dec(Jan) Furnished Sublet, dog friendly","$2,500","San Francisco, CA",
Master Bedroom @ Bayside Village,"$1,735","San Francisco, CA",
3 beds 2.5 baths House for Rent in Westborough,"$4,500","San Francisco, CA",
Mattress twin,$60,"San Francisco, CA",
"2 Squaw Valley Homes on 4+ Acres- 5 bed, 3 bath","$359,000","Squaw Valley, CA","45291 Sand Creek Road, Squaw Valley, CA 93675
$359,000
5 bedrooms, 3 bath
4.51 acresTwo beautiful homes on 4+ acres of very nicely maintained land. The homes consist of a tastefully remodeled 3/2 MF built in 1975 & a recently completed 2/1 gambrel style two story, totaling 2,640 square feet of living space, completed in 2018. Enjoy many features including mountain views, home updates throughout, enclosed screened porch, automatic gate opener, open decks, lawn area, oak, buckeye, cypress, and fruit trees. The land is fully fenced with cross fencing, and a nice perimeter hedge provides privacy. The property is about 7.5 miles from HWY 180, and is about 45 minutes to Sequoia/Kings Canyon Parks or the Central Valley. This peaceful property is truly unique and suitable for many uses including, multiple family, rental income, vacation rental, horses, livestock, hobby farm, and more. Make an appointment to see it while it lasts."
Room for rent in best walking neighborhood in Oakland,"$1,650","Berkeley, CA","The best walkable neighborhood in Oakland. Steps from beautiful Mountain View Cemetary and Piedmont Avenue's restaurants/bars/shopping. Located at Pleasant Valley and Howe Street. Just one roommate, me :) I'm a 36 year old Bay Area native who is a serial social entrepreneur, so I tend to work a lot and go to sleep early. I'm chill and friendly. Duplex is 2/1 and set back from the street. Really safe neighborhood. Your room has a super cool windowed loft nook for storage or meditation, etc (anything you want.) Two stories with yard, radiant floor heating throughout, Phillip's Hue lights in all rooms, projector downstairs, dishwasher, access to workout equipment (weights and a rowing machine) and bidet. It's a low scent house. We can split the house cleaner who comes monthly. Personal washer and dryer in laundry room. Available immediately. Message me to come visit!"
Sunny Furnished Room,"$1,490","San Francisco, CA","San Francisco - 7 minutes'walk to UCSFLocation & transportation here.Very quiet large house. Hardly to see people. 7 minutes walked to UCSF.Medium room/sink/fresh air/view. $1490. WiFi signal in the house common areas. Large eat in kitchen with cooking supplies.Sunny sitting room.Street parking only. City life.Location & transportation N Juda muni to down town or sunset in 15 minutes. Also, connect to Bart and Caltrain.Walk to Golden gate park, museums and Whole Food, Mcdonald, shopping town, restaurants and Haight street.Furnished Room with sink/sunny view/fresh air/WiFi signal in common areas.Bathrooms only couple steps out of room."
3 Beds 1 Bath Room only,"$1,100",Downtown South San Francisco,"1 spacious bedroom (unfurnished) for rent in South San Francisco. Available by November 1st.-1 person only
-No loud music/noise
-No visitor/sleepover allowed
-No smoking & drugs
-Drink responsibly
-1st month's rent & 1 security deposit."
Sofa,$799,"San Francisco, California","Custom sofa, Sectional
Any design, any size, choice of fabric
Made in CA 2-6 weeks
86"" Sofa price starting $799, Price can be changed by size and designFurniture Innovation
1635 Indiana St.
San Francisco, CA 94124
415-621-0746"
December - January Sublet in the SF Design District,$150,"San Francisco, CA",
Mattress,$589,"San Francisco, California","Queen simmons mattress
Silver - plush
Floor sample SALE - AS IS"
sleeper,$799,"San Francisco, California","Full sofa bed - 66""W
Available grey, brown
pull out bottom, back drop down"
Looking for a roommate!,"$1,900","San Francisco, CA","[Looking for a third roommate in a 3BR] to join us in a newly remodeled Mission/ Bernal Heights (Close to 24th Street BART/ Precita Park) apartment. [Females only]
Price: ~$1900
You'll have the [largest private room] and a [private bathroom]! The place has a gorgeous kitchen and living room as well as a washer dryer and small outdoor balcony with a view of downtown SF."
COLIVING / friendly community / single furnished room,"$2,000","San Francisco, CA",If you see this - it's mean AVAILABLE.
Seeking housemate for open private room in tech house in SoMa!,"$1,800","San Francisco, CA","Schedule a tour by going to the link below:
www.owow.com/a/345/6th_1
If you can't make one of the two weekly times, message me to schedule a tour at a customized time.There are 30 social techies between the ages of 18-30 living in our house. It's a co-ed house with men and women where you meet ambitious, fun, social geeks. Many of us work in tech and most of us are self-starters."
"Nov-Dec(Jan) Furnished Sublet, dog friendly","$2,500","San Francisco, CA",
"Floring,tile granite plumbing,paiting","$7,777","Tracy, CA",
Looking for inlaw with 1 bedroom or 1 bedroom with pvt bath for a couple,"$1,000","San Francisco, CA",
December - January Sublet in the SF Design District,$150,"San Francisco, CA",
sofa,$399,"San Francisco, California","Sofa starting $399 and up.
Blue or grey sofa $399
Red or dark grey sofa $399
Teal, beige or grey sofa $459Please visit our store for checking"
"1BR Fully Furnished, 1 month rental","$1,700","San Francisco, CA",Hey all!
Rent: Single Furnished Room,"$1,406","San Mateo, CA",Available from: 11/01/2018 (Long-term lease)
Tech / Entrepreneurship Community @ Mark Zuckerberg's Old House,"$1,600","Los Altos, CA",
Large master bedroom with a private bathroom and a private deck with a beatiful view in SF!,"$1,600 Now $1,470","San Francisco, CA","We are looking for someone to rent our open master bedroom in a house in Miraloma. It has a private bath and private deck. In addition, it has a private entrance in the garage. Since we live most of the way up Mount Davison the whole place comes with amazing views. The deck for this room faces the view :)"
Wayfair Chenille Convertible Sofa,$200,"San Francisco, CA",
Looking for inlaw with 1 bedroom or 1 bedroom with pvt bath for a couple,"$1,000","San Francisco, CA",
2 bedroom apartment,"$2,800","Berkeley, CA",
Large 4 Bedroom Loft!,"$1,750","San Francisco, CA",Hi!About the apartment:
